id,latitude,longitude,accommodates,bathrooms,price,minimum_nights,maximum_nights,availability_30,number_of_reviews,number_of_reviews_ltm
32518775,41.89332,-87.63084,4,1.5,250.0,2,1125,0,1,1
32523796,41.9346,-87.73831,2,1.0,72.0,2,7,6,19,15
32539435,41.87366,-87.66427,2,1.0,42.0,1,31,30,71,56
32540702,41.85364000000001,-87.62175,3,1.0,120.0,2,1125,3,59,54
32544977,41.95079000000001,-87.65656,4,1.5,249.0,1,1125,26,8,8
32569689,41.94797,-87.68186999999998,9,2.0,92.0,1,365,0,39,34
32570860,41.88605,-87.7018,4,1.0,97.0,3,90,0,11,11
32574547,41.85445,-87.70719,4,1.0,75.0,1,1125,29,48,43
32587185,41.85694,-87.67701,6,1.0,111.0,1,27,29,106,99
32589370,41.83274,-87.67158,1,1.0,26.0,2,28,0,4,0
32593023,41.9169,-87.69756,2,2.0,81.0,5,100,0,14,4
32607378,41.73686,-87.58725,4,1.5,200.0,3,23,22,6,1
32610945,41.95628,-87.7203,5,1.0,80.0,2,31,30,43,36
32613925,41.88626,-87.64835,4,2.0,650.0,2,1125,27,6,6
32637916,41.80259,-87.60308,2,2.0,47.0,2,30,29,20,16
32638172,41.80399,-87.60221999999996,2,2.0,59.0,2,30,29,16,13
32639509,41.87798,-87.65929,6,2.0,110.0,30,1125,0,51,46
32642921,41.85367,-87.62137,8,1.0,198.0,2,1125,30,60,50
32644066,41.89363,-87.63871,4,1.0,690.0,90,1125,23,0,0
32645525,41.80433,-87.60413,3,2.0,75.0,2,30,29,20,17
32659154,41.91732,-87.72715,6,1.0,79.0,1,14,29,43,41
32659241,41.95377,-87.68581,8,2.0,294.0,3,1125,19,22,22
32661060,41.89271,-87.61713,8,2.0,599.0,45,1125,30,1,1
32661417,41.95377,-87.68581,8,2.0,293.0,3,1125,30,19,19
32666400,41.9084,-87.67293000000002,2,1.0,200.0,1,1125,27,18,18
32668765,41.91656,-87.69691,6,1.0,160.0,1,1125,30,41,34
32669282,42.01294,-87.6721,2,1.0,68.0,3,90,30,8,7
32671366,41.9281,-87.66317,8,1.5,239.0,1,1125,28,15,15
32671715,41.9292,-87.66241,7,1.5,239.0,1,1125,30,7,7
32672267,41.90989,-87.67314,3,1.0,200.0,1,1125,30,20,19
32672994,41.86809,-87.62503000000002,4,1.0,197.0,2,1125,26,25,17
32673902,41.9322,-87.72009,3,1.0,65.0,2,1125,29,65,52
32693466,41.85988,-87.62585,5,1.0,169.0,2,1125,30,40,37
32697199,42.01869,-87.67426,6,2.0,250.0,2,30,29,7,7
32698986,41.79976,-87.5917,3,1.0,80.0,3,1125,18,40,35
32712634,41.90236,-87.68262,7,1.0,23.0,1,1125,10,68,60
32714422,41.68741,-87.60716,5,1.0,80.0,3,250,0,20,20
32717236,41.97492,-87.65656,3,1.0,150.0,2,28,0,29,29
32718154,41.97449,-87.65664,4,1.0,150.0,2,28,0,27,27
32725096,41.84346,-87.63893,6,1.0,151.0,1,60,29,53,46
32727041,41.92875,-87.65833,8,1.0,225.0,1,1125,30,103,93
32729623,41.85432,-87.62519,8,2.0,250.0,2,90,20,55,53
32734640,41.90636,-87.62909,2,1.0,200.0,3,30,26,3,3
32735595,41.96336,-87.73573,2,1.5,69.0,2,100,29,2,2
32737163,41.91078,-87.63280999999998,16,2.5,299.0,2,1125,25,2,2
32738124,41.97321,-87.65485,4,1.0,150.0,2,28,0,18,18
32738329,41.97412,-87.65604,4,1.0,150.0,2,28,0,33,33
32739085,41.97412,-87.65604,4,1.0,150.0,2,28,0,28,28
32739327,41.97412,-87.65604,4,1.0,150.0,2,28,0,23,23
32741575,41.9725,-87.66488000000004,4,1.0,52.0,3,25,0,81,73
32743330,41.89255,-87.65776,8,2.0,177.0,2,1125,0,45,39
32746538,41.85335,-87.67543,6,1.0,71.0,1,1125,22,60,47
32749434,41.84203,-87.63918000000002,5,1.0,118.0,1,60,30,65,54
32757953,41.97771,-87.66826999999998,4,1.0,120.0,2,4,13,35,35
32763376,41.93149,-87.66353000000002,2,1.0,75.0,1,30,26,97,94
32766082,41.94253,-87.65618,4,1.0,91.0,1,1125,0,7,0
32781878,41.92752,-87.66016,10,1.0,250.0,1,1125,0,39,30
32785926,42.00362,-87.69449,2,1.0,59.0,1,1125,30,7,7
32790472,41.88255,-87.73321,16,2.0,150.0,1,600,30,16,14
32808855,41.9446,-87.65824,8,2.0,299.0,2,1125,30,33,33
32808865,41.95657,-87.66685,2,1.0,200.0,1,1125,29,10,8
32809393,41.8793,-87.65202,2,1.5,10.0,1,14,8,45,38
32809586,41.93807,-87.66334,2,1.0,75.0,2,1125,0,20,15
32811843,41.87991,-87.6444,2,1.0,10.0,1,14,8,54,41
32813499,41.90504,-87.6659,3,1.0,99.0,1,7,22,11,11
32814957,41.86932,-87.65718000000004,2,1.5,10.0,1,14,8,59,47
32815441,41.92863,-87.6599,8,1.0,104.0,1,1125,30,87,76
32815616,41.91949,-87.69391999999998,4,1.0,129.0,1,365,30,56,49
32816227,41.87859,-87.63942,2,1.0,10.0,1,31,30,81,68
32816246,41.91753,-87.69901,7,1.0,179.0,1,365,0,32,31
32816781,41.88483,-87.62661,5,2.0,170.0,1,1124,0,60,58
32819312,41.95754,-87.71115999999998,1,1.0,30.0,3,1125,0,2,1
32839426,41.93867,-87.66534,12,4.0,800.0,1,90,16,3,3
32841476,41.88504,-87.65256,12,2.0,299.0,2,1124,26,34,28
32862018,41.96217,-87.65229000000002,2,1.0,106.0,1,14,0,6,6
32862958,41.89923,-87.62146,2,1.0,99.0,2,1125,30,60,55
32864072,41.89078,-87.62317,6,2.0,239.0,32,1125,30,0,0
32864860,41.91751,-87.64975,8,1.0,234.0,2,7,0,33,33
32865926,41.8971,-87.67583,3,1.0,93.0,4,7,26,14,14
32871572,41.93268,-87.65505,16,3.0,250.0,2,1125,16,34,30
32873536,41.77949,-87.60056,2,1.0,89.0,1,1125,28,0,0
32877806,41.65508,-87.54744000000002,5,1.0,75.0,1,61,0,66,63
32893636,41.89009,-87.62154,4,1.0,140.0,32,1125,30,0,0
32896171,41.8923,-87.62734,2,1.0,600.0,4,1000,0,11,10
32896741,41.85805,-87.62089,2,1.0,90.0,2,30,0,6,3
32901569,41.90787,-87.63696999999998,5,2.0,130.0,1,60,21,32,30
32918924,41.99701,-87.66794,6,1.0,135.0,2,14,25,57,53
32921794,41.77571,-87.59810999999998,4,2.0,85.0,11,1125,28,5,5
32923814,41.91652,-87.6782,2,2.5,89.0,1,1125,0,2,2
32934782,41.89963,-87.62137,3,1.0,299.0,2,1125,0,13,11
32939158,41.91615,-87.63605,3,1.0,99.0,2,1125,13,86,78
32941196,41.88852,-87.63444,2,1.0,175.0,2,1125,30,2,2
32941223,41.88898,-87.63325999999998,2,1.0,145.0,2,1125,30,14,12
32941252,41.88776,-87.63268000000002,2,1.0,145.0,2,1125,30,25,22
32941356,41.88828,-87.63337,2,1.0,145.0,2,1125,30,0,0
32941370,41.88838,-87.63453,2,1.0,145.0,2,1125,30,0,0
32941424,41.88984,-87.63335,3,1.0,250.0,2,1125,29,3,2
32941434,41.88947,-87.63441999999998,3,1.0,250.0,2,1125,29,1,1
32941449,41.88979000000001,-87.63405,2,1.0,145.0,2,1125,30,4,4
32941460,41.88775,-87.63306999999998,2,1.0,145.0,2,1125,16,16,16
32941475,41.88801,-87.63315,3,1.0,250.0,2,1125,28,10,7
32941494,41.90064,-87.62021999999996,4,2.0,250.0,2,1125,29,0,0
32941509,41.89879000000001,-87.62026,4,2.0,250.0,2,1125,29,2,2
32941522,41.90075,-87.62006,4,2.0,250.0,2,1125,29,0,0
32941556,41.89374,-87.63023000000004,3,1.0,175.0,2,1125,30,0,0
32941566,41.88899,-87.63295,3,1.0,250.0,2,1125,29,2,1
32941580,41.88791,-87.63396,4,2.0,250.0,2,1125,24,5,5
32941608,41.89365,-87.63118,3,1.0,175.0,2,1125,30,1,0
32941621,41.88916,-87.63459,2,1.0,145.0,2,1125,30,0,0
32941636,41.88801,-87.63443000000002,2,1.0,145.0,2,1125,30,1,1
32941647,41.88942,-87.63449,2,1.0,145.0,2,1125,30,2,2
32941659,41.88819,-87.63289,4,2.0,250.0,2,1125,29,0,0
32941720,41.89873,-87.62056,4,2.0,250.0,2,1125,29,14,11
32941732,41.88982,-87.63251,2,1.0,175.0,2,1125,30,0,0
32941754,41.88765,-87.63439,2,1.0,145.0,2,1125,8,27,27
32941771,41.88818,-87.63309,2,1.0,145.0,2,1125,30,10,8
32950124,41.89067,-87.62122,6,2.0,242.0,32,1125,30,0,0
32954120,41.97858,-87.66695,4,1.0,150.0,1,29,0,52,52
32958467,41.92214,-87.64008000000004,6,1.5,150.0,2,1125,30,15,14
32959714,41.89153,-87.62275,6,2.0,169.0,16,365,30,1,1
32964420,41.91028,-87.63683,5,1.0,95.0,2,10,0,3,3
32980059,41.97365,-87.68553,4,1.0,120.0,2,7,0,11,11
32980394,41.96578,-87.7192,4,1.0,165.0,2,60,0,23,23
32983026,41.93733,-87.7808,4,1.0,145.0,1,1125,29,12,12
32989916,41.96961,-87.66308000000002,4,2.0,240.0,30,90,1,1,1
32990852,41.89894,-87.62077,8,2.0,362.0,2,1125,7,72,61
33010088,41.85813,-87.64871,2,1.0,60.0,1,600,29,32,26
33017791,41.97651,-87.84527,2,2.0,119.0,1,1125,0,12,12
33018474,41.88529000000001,-87.62546,5,2.5,154.0,1,1124,0,59,56
33020742,41.84361,-87.6381,5,1.0,117.0,2,60,30,40,39
33022753,41.81245,-87.72822,4,1.0,85.0,1,15,15,28,27
33024318,41.86865,-87.62799,4,1.0,175.0,7,17,0,0,0
33024440,41.90908,-87.63649000000002,16,2.5,399.0,1,1124,23,9,9
33031252,41.93917,-87.71386,6,1.5,180.0,2,1125,9,12,12
33033859,41.90155,-87.62682,16,4.0,399.0,2,1125,22,7,7
33036426,41.95551,-87.6664,8,1.0,250.0,1,120,0,72,66
33036432,41.95387,-87.66533000000004,10,2.0,250.0,1,180,30,41,39
33037691,41.8964,-87.65652,7,2.0,249.0,3,1125,30,34,33
33038022,41.89713,-87.65623000000002,7,2.0,249.0,3,1125,27,14,13
33039987,41.93247,-87.66946999999998,6,1.0,95.0,3,1125,15,39,37
33040726,41.90487,-87.62858,4,1.0,199.0,2,28,0,0,0
33040744,41.90576,-87.62942,4,1.0,299.0,2,28,0,0,0
33040765,41.90554,-87.6279,2,1.0,129.0,2,28,0,0,0
33040788,41.90482,-87.62859,4,1.0,174.0,2,28,0,0,0
33040811,41.90561,-87.62856,4,1.0,109.0,2,28,0,0,0
33040837,41.90552,-87.62785,2,1.0,99.0,2,28,0,0,0
33040876,41.90482,-87.62893000000004,2,1.0,99.0,2,28,0,0,0
33042028,41.92672,-87.6538,5,1.0,300.0,1,150,4,54,50
33043700,41.80064,-87.64656,12,1.0,35.0,3,1125,1,21,21
33044440,41.96839,-87.69894000000002,4,1.0,159.0,2,1125,0,21,21
33050698,41.8995,-87.62195,15,4.0,650.0,1,1125,13,12,12
33050984,41.88794,-87.6465,6,2.0,750.0,2,1125,27,13,12
33071256,41.90052,-87.61968,8,2.0,362.0,2,1125,28,66,58
33073493,41.85299000000001,-87.6391,2,3.0,73.0,1,1125,22,34,32
33074120,42.00372,-87.70005,3,1.0,150.0,28,1125,29,0,0
33090907,41.91057,-87.64034000000002,10,1.0,300.0,2,1125,22,21,19
33091850,41.91615,-87.68681,8,2.0,120.0,1,365,21,51,49
33092535,41.91571,-87.68705,8,2.0,120.0,1,365,19,55,52
33096066,41.88667,-87.61953000000004,4,1.0,152.0,28,1125,30,0,0
33100285,41.92339000000001,-87.70299,3,1.0,60.0,2,30,0,31,31
33107019,41.95446,-87.67567,6,1.0,104.0,2,1125,22,32,29
33113485,41.88142,-87.65265,2,1.0,130.0,1,1125,29,10,10
33118826,41.75918,-87.58144,3,1.0,62.0,1,1125,0,17,16
33132780,41.92666,-87.75465,4,1.0,85.0,2,7,0,36,36
33139995,41.88467,-87.73227,7,1.0,99.0,1,1125,30,13,12
33141720,41.93829,-87.66682,5,1.0,149.0,1,1125,0,1,1
33143422,41.95967,-87.64865999999998,6,1.5,148.0,1,1125,30,28,27
33150986,41.87869,-87.64699,2,1.5,10.0,1,31,30,79,73
33152596,41.92744,-87.69655,4,1.0,120.0,2,1125,0,30,19
33154010,41.83684,-87.61833,2,1.0,120.0,1,30,26,21,21
33154573,41.82923,-87.62195,7,2.0,155.0,1,1125,30,50,45
33155594,41.89874,-87.67071999999996,6,1.0,153.0,2,1125,7,43,42
33160748,41.88373,-87.62373000000002,4,1.0,171.0,17,1125,30,2,2
33162029,41.99152,-87.65935,2,1.0,99.0,2,1125,0,5,3
33163191,41.95621,-87.66835999999998,2,1.0,75.0,1,30,28,113,110
33163419,41.89498,-87.65436,7,2.5,399.0,3,1125,30,20,20
33163853,41.89635,-87.6538,7,2.5,399.0,3,1125,30,21,21
33163954,41.89563,-87.65235,5,2.0,249.0,3,1125,30,20,20
33164050,41.89566,-87.65235,5,2.0,299.0,3,1125,30,24,24
33164221,41.89651,-87.65395,5,2.0,249.0,3,1125,30,20,20
33164373,41.89496,-87.65241,5,2.0,249.0,3,1125,30,27,27
33167071,41.8895,-87.64655,2,1.0,157.0,31,1125,30,1,1
33167326,41.88983,-87.647,2,1.0,157.0,31,1125,30,0,0
33167637,41.92308,-87.64141,7,2.5,225.0,5,365,0,0,0
33167848,41.87857,-87.65136,2,1.0,10.0,1,31,30,62,59
33169267,41.87685,-87.64099,3,1.0,10.0,1,31,5,75,70
33169538,41.83254,-87.66741999999998,4,1.0,99.0,1,1125,22,52,48
33170424,41.89759,-87.62939,2,1.0,60.0,31,1123,0,0,0
33171060,41.8899,-87.63422,3,1.0,240.0,2,1125,22,41,41
33185116,41.88673,-87.65139,12,2.0,299.0,2,1124,21,50,49
33186836,41.88607,-87.65092,24,4.0,599.0,2,1124,21,18,18
33186928,41.892,-87.6155,6,2.0,299.0,3,1125,30,23,23
33187213,41.8998,-87.6574,9,1.0,249.0,1,1125,29,21,21
33187331,41.99711,-87.67461999999998,4,1.0,55.0,2,1125,29,24,20
33187942,41.89147,-87.61686999999998,6,2.0,299.0,3,1125,30,27,27
33188712,41.77251,-87.58454,14,2.0,225.0,2,22,27,30,28
33190303,41.89153,-87.61658,6,2.0,299.0,3,1125,30,23,23
33190392,41.89021,-87.61544,8,2.0,299.0,3,1125,27,44,44
33192745,41.91199,-87.67803,4,1.0,86.0,2,28,0,29,28
33196176,41.8792,-87.69367,4,3.5,200.0,3,28,29,15,14
33200855,41.8823,-87.63316999999998,6,2.0,212.0,32,1125,30,0,0
33219098,41.90824,-87.6749,6,1.0,75.0,1,90,0,64,56
33223450,41.88101,-87.65303,4,2.0,121.0,1,1125,0,3,2
33228736,41.89408,-87.66688,10,2.5,199.0,1,1125,0,39,38
33245355,41.79828,-87.58839,6,2.0,150.0,2,1125,29,6,6
33249303,41.85558,-87.67948,12,2.0,78.0,2,30,13,69,65
33252739,41.89103,-87.61908000000004,8,2.0,600.0,55,1125,30,0,0
33263240,41.9332,-87.64288,2,1.0,86.0,2,8,0,25,23
33269318,41.80725,-87.62364000000002,2,1.0,47.0,2,1125,0,25,18
33272057,41.80639,-87.62434,2,1.0,47.0,2,1125,0,8,4
33274194,41.90486,-87.68838000000002,2,2.0,50.0,1,1125,0,16,16
33275419,41.96965,-87.67058,6,2.0,170.0,2,1125,30,83,81
33277242,41.83334,-87.64978,7,1.0,110.0,2,29,28,54,54
33287500,41.89274,-87.646,4,1.0,200.0,2,1125,29,30,28
33305683,41.91951,-87.6945,4,1.0,49.0,2,30,0,42,37
33310984,41.77507,-87.62462,2,1.0,165.0,2,1125,30,13,12
33314003,41.90765,-87.67475999999998,4,1.0,99.0,3,8,0,13,13
33320826,41.86239000000001,-87.62655,5,1.0,225.0,2,1125,27,56,46
33331926,41.90128,-87.65925,9,1.0,249.0,1,1125,21,27,27
33335541,41.89965,-87.6574,12,2.5,399.0,2,1125,30,33,33
33340389,41.92303,-87.67366,1,1.0,120.0,1,2,30,1,1
33341071,41.87018,-87.68409,5,1.0,55.0,1,1125,0,7,7
33343228,41.91066,-87.69552,3,1.0,99.0,1,365,30,54,51
33358079,41.74542,-87.61527,6,1.0,92.0,2,1125,0,11,11
33361252,41.89734,-87.62634,5,2.0,299.0,3,1125,30,21,21
33361346,41.89543,-87.62651,5,2.0,299.0,3,1125,30,36,36
33361445,41.89545,-87.62675,5,2.0,299.0,3,1125,30,26,26
33361625,41.89615,-87.62598,5,2.0,299.0,3,1125,30,23,23
33361702,41.89762,-87.62465,5,2.0,299.0,3,1125,27,22,22
33363106,41.93924000000001,-87.64225,16,2.0,150.0,1,60,30,17,17
33364230,41.9212,-87.68545,3,1.0,58.0,3,1125,28,51,46
33364232,41.90089,-87.65827,16,4.5,799.0,1,1125,21,8,8
33376773,41.91985,-87.71307,4,1.0,177.0,2,29,30,45,45
33399794,41.90431,-87.63119,3,1.0,109.0,1,1125,0,26,24
33405493,41.89735,-87.66149,2,1.0,62.0,2,1125,18,34,33
33406002,41.78154,-87.61595,2,1.0,64.0,1,30,0,2,1
33409131,41.87733,-87.70232,4,2.0,70.0,2,1125,0,2,2
33421261,41.87076,-87.63368,5,2.0,279.0,3,1125,30,24,24
33421356,41.87046,-87.63414,5,2.0,279.0,3,1125,30,28,28
33421720,41.89574,-87.62779,5,2.0,229.0,3,1124,26,33,29
33421993,41.94159000000001,-87.66779,8,2.0,180.0,2,1125,0,3,2
33422915,41.93476,-87.72541,2,1.0,59.0,3,10,29,19,15
33432909,41.85587,-87.67585,3,1.0,80.0,2,1125,2,12,10
33433153,41.9579,-87.64816,6,1.5,148.0,2,29,29,31,31
33438071,41.85328,-87.69721,4,1.0,64.0,2,1125,0,21,21
33445120,41.8504,-87.68285,2,1.0,26.0,6,1124,0,0,0
33446736,41.9039,-87.6649,4,1.5,121.0,2,5,0,4,2
33449557,41.86937,-87.63175,4,1.0,149.0,2,28,30,25,25
33449563,41.87,-87.63148000000002,4,1.0,149.0,2,28,28,24,24
33453179,41.88664,-87.72199,10,1.0,145.0,1,7,22,40,40
33455205,41.82059,-87.70387,6,1.0,175.0,1,1125,0,1,1
33466965,41.81969,-87.68566,8,2.0,100.0,2,1125,30,24,22
33470536,41.9961,-87.65794,3,1.0,55.0,30,300,9,2,2
33471059,41.8873,-87.61801,4,1.0,139.0,32,1125,30,1,1
33471085,41.92854000000001,-87.66789,4,1.0,115.0,120,1125,22,7,7
33491833,41.92491,-87.70362,5,1.0,69.0,4,1125,30,42,41
33493698,41.94577,-87.65155,2,1.0,80.0,1,5,0,21,18
33496291,41.91735,-87.64922,2,1.0,150.0,2,1125,30,2,2
33497544,41.9146,-87.69779,5,1.0,229.0,1,1125,0,30,30
33497677,41.93071,-87.69374,9,2.5,280.0,2,30,0,59,58
33498221,41.87501,-87.74732,1,1.0,55.0,2,7,30,0,0
33501623,41.84382,-87.63741999999998,6,1.0,128.0,1,1125,30,35,35
33501871,41.77948,-87.73695,4,1.0,58.0,2,28,1,54,54
33508586,41.91353,-87.68263,2,1.0,147.0,4,1125,0,3,3
33520562,42.01957,-87.66426,6,2.0,205.0,1,100,21,31,28
33527045,41.8506,-87.63368,16,2.0,405.0,1,365,29,31,31
33529332,41.8534,-87.6228,5,1.0,115.0,2,1125,30,58,57
33534785,41.88306,-87.62576999999996,8,2.0,280.0,1,1125,28,77,70
33534826,41.85643,-87.63398000000002,9,2.0,220.0,1,365,28,14,14
33552539,41.82104,-87.68531999999998,2,2.0,69.0,2,1125,0,0,0
33553909,41.99016,-87.65656,2,1.0,89.0,1,21,30,53,53
33556246,41.90859,-87.68217,6,1.0,125.0,3,1125,29,20,20
33559534,41.96205,-87.7228,2,1.0,60.0,1,1125,0,34,32
33563565,41.87074000000001,-87.64253000000002,2,1.0,65.0,1,1125,20,16,16
33572589,41.98034000000001,-87.79122,2,1.0,78.0,1,28,0,28,28
33577754,41.9433,-87.64832,2,1.0,85.0,1,5,0,23,23
33578584,41.79375,-87.79026999999998,6,1.0,99.0,1,1125,30,15,14
33581031,41.75421,-87.5741,2,1.0,49.0,1,1125,0,15,14
33593525,41.85718,-87.63306999999998,9,2.0,220.0,1,365,26,26,25
33593941,41.85674,-87.63316,9,2.0,220.0,1,365,24,40,40
33594118,41.85818,-87.63344000000002,9,2.0,220.0,1,365,28,29,29
33594246,41.8568,-87.63242,9,2.0,220.0,1,365,24,30,30
33594327,41.85858,-87.63316,9,2.0,221.0,1,365,28,35,34
33613309,41.88565,-87.61109,4,1.0,199.0,1,7,29,1,1
33615334,41.8573,-87.66563000000002,6,1.0,115.0,2,1125,0,41,41
33616352,41.93264,-87.64611,4,1.0,399.0,28,1125,17,2,2
33617125,41.88382,-87.63385,5,2.0,199.0,25,1125,30,1,1
33617583,41.88349,-87.63516,5,2.0,150.0,15,1125,30,1,1
33618104,41.94476,-87.65347,2,1.0,99.0,1,1125,0,15,15
33634931,41.90933,-87.71379,5,2.0,153.0,14,90,30,2,2
33636138,41.85694,-87.67701,5,1.0,89.0,1,90,19,93,90
33640848,41.94692,-87.64386,4,1.0,118.0,2,365,5,20,19
33645248,41.76458,-87.57169,6,1.0,40.0,1,1125,0,15,15
33657338,41.91115,-87.77915,3,1.0,71.0,1,24,30,29,29
33662870,41.81106,-87.61366,2,1.0,60.0,2,1125,29,4,4
33663314,41.81055,-87.61388000000002,2,1.0,90.0,2,1125,28,3,3
33663558,41.81081,-87.61265,2,1.0,80.0,2,1125,29,2,2
33667922,41.85193,-87.63216,14,2.0,370.0,1,365,28,10,10
33682074,41.92992,-87.70801,8,1.0,250.0,1,1125,29,12,12
33682173,41.88252,-87.68061999999998,2,1.0,60.0,1,364,29,53,53
33685884,41.9819,-87.81694,2,1.0,40.0,2,30,0,5,5
33689221,41.92539,-87.71613,6,1.0,125.0,1,1125,30,95,95
33691801,41.89999,-87.67763000000002,1,1.0,50.0,20,1125,29,0,0
33708987,41.89154,-87.67685999999998,12,2.0,600.0,1,27,30,31,31
33711005,41.77251,-87.58235,16,6.0,570.0,2,22,26,0,0
33717254,41.90572,-87.6631,2,1.0,58.0,2,14,0,51,51
33719692,41.72948,-87.57719,1,4.0,20.0,1,99,20,16,15
33724609,41.84547,-87.63426,11,1.5,369.0,1,365,28,24,24
33725012,41.86316,-87.63750999999998,3,1.0,19.0,3,1125,8,8,8
33740081,41.85202,-87.63404,1,2.0,30.0,1,1125,29,37,35
33740724,41.85212,-87.63278000000004,5,1.0,130.0,1,1125,30,36,36
33743562,41.85317,-87.66872,4,1.0,59.0,7,1125,5,47,47
33749042,41.72171,-87.59472,8,2.0,160.0,2,1125,30,22,21
33749416,41.93207,-87.7917,2,1.0,89.0,2,1125,28,14,14
33753806,41.86653,-87.65483,4,1.0,99.0,1,1125,30,23,23
33755589,41.86674,-87.65628000000002,8,1.0,180.0,1,1125,30,8,8
33768228,41.91531,-87.75613,4,1.0,86.0,2,1125,14,14,14
33777781,41.88366,-87.63386,4,1.0,150.0,30,1125,30,2,2
33781545,41.93262,-87.77618000000002,2,1.0,40.0,1,1125,29,0,0
33782440,41.90327,-87.68712,6,1.0,64.0,28,365,2,60,58
33783280,41.95638,-87.70835,2,2.0,75.0,2,90,0,22,22
33788937,41.89746,-87.63085,2,1.0,122.0,30,1125,1,0,0
33795455,41.88557,-87.63474000000002,2,1.0,122.0,30,1125,8,0,0
33800408,41.94754,-87.65427,5,2.0,149.0,1,365,30,54,54
33801711,41.94661,-87.65455,5,1.0,149.0,1,365,30,40,40
33802727,41.85672,-87.66768,2,1.0,115.0,2,1125,30,8,7
33804619,41.90426,-87.67034,4,1.0,123.0,1,1125,30,37,36
33810223,41.93726,-87.67425,2,1.5,75.0,1,10,29,10,10
33810838,41.8403,-87.65903,4,1.0,128.0,2,1125,2,19,19
33812313,41.88995,-87.63378,2,1.0,175.0,2,4,16,0,0
33820435,41.95342,-87.72044,2,3.0,79.0,1,29,0,15,15
33821458,41.83986,-87.65892,6,1.0,188.0,2,1125,29,3,3
33834132,41.92692,-87.6953,6,1.0,750.0,2,1125,30,0,0
33835641,42.0024,-87.67015,4,1.0,80.0,5,1125,30,1,1
33845847,41.83388,-87.65146999999996,3,1.0,83.0,2,1125,30,4,4
33855764,41.92729,-87.66743000000002,9,1.0,300.0,1,28,20,17,17
33870168,41.92579,-87.65930999999998,2,1.0,120.0,1,1125,29,26,26
33872370,41.89769,-87.63174000000002,4,1.0,146.0,30,1125,30,2,2
33876163,42.01687,-87.6665,4,1.0,85.0,1,1125,20,35,35
33877058,41.92165,-87.80128,3,1.0,38.0,1,28,29,18,18
33878204,41.90089,-87.6682,4,1.0,104.0,2,1125,0,1,1
33879930,41.85383,-87.62411999999998,2,1.0,116.0,1,1125,6,48,48
33889505,41.88302,-87.63417,2,1.0,85.0,30,1125,30,1,1
33899292,41.92381,-87.67851,11,2.5,250.0,1,27,21,49,49
33906520,41.89965,-87.697,2,1.0,93.0,1,1125,0,9,9
33913186,41.85348,-87.67118,4,1.0,59.0,4,1125,17,37,37
33914860,41.93132,-87.71351,2,1.0,35.0,5,1125,0,6,5
33928572,41.88433,-87.62876,2,1.0,158.0,30,1125,16,1,1
33928624,41.8989,-87.62796999999998,2,1.0,113.0,30,1125,0,0,0
33932480,41.88219,-87.64244000000002,6,1.0,150.0,1,150,28,38,38
33937582,41.94015,-87.64779,4,1.0,175.0,2,28,24,43,43
33938341,41.87469,-87.74821999999998,6,1.0,149.0,1,1125,22,23,23
33938464,41.89061,-87.66875999999998,6,1.0,125.0,2,30,30,21,21
33940898,41.91766,-87.70324000000002,6,3.5,500.0,2,17,0,3,3
33942774,41.92886,-87.6971,2,1.0,99.0,1,7,28,34,34
33948525,41.84408,-87.63372,14,2.0,369.0,1,365,28,4,4
33948713,41.84372000000001,-87.63517,13,4.0,405.0,1,365,28,9,9
33948840,41.84366,-87.63292,13,4.0,369.0,1,365,0,0,0
33950805,41.81735,-87.62212,8,2.0,300.0,2,28,0,13,13
33964572,41.85968,-87.65854,10,2.5,600.0,2,1125,0,10,10
33970550,41.89383,-87.63083,2,1.0,77.0,1,1125,0,0,0
33984748,41.90001,-87.67253000000002,5,1.0,99.0,1,1125,22,35,35
33993860,41.91338,-87.64961,4,1.0,199.0,2,1125,23,59,59
33998121,41.94282000000001,-87.6517,5,1.0,350.0,3,1125,30,2,2
34011887,41.80888,-87.60921,2,1.0,53.0,1,1125,30,6,6
34013720,41.8091,-87.60710999999998,2,1.0,53.0,1,1125,30,4,4
34013879,41.9436,-87.73199,1,1.0,450.0,31,1125,15,1,1
34014344,41.80946,-87.60857,2,1.0,53.0,1,1125,0,4,4
34025572,41.88693,-87.62517,4,1.0,146.0,32,1125,30,0,0
34025714,41.88491,-87.62541999999998,5,2.0,195.0,32,1125,30,1,1
34025931,41.88654,-87.62562,4,1.0,144.0,32,1125,30,0,0
34035822,41.89924,-87.68861,5,1.0,60.0,2,8,22,2,2
34037955,41.88528,-87.62562,4,1.0,117.0,7,1125,27,5,5
34043080,41.97707,-87.66303,8,2.0,164.0,3,1125,0,21,21
34044886,41.95698,-87.69861999999998,6,2.0,149.0,5,1125,9,31,31
34045211,41.93451,-87.77658000000002,2,1.0,40.0,1,1125,30,7,7
34045463,41.6892,-87.60812,1,1.5,20.0,15,120,7,3,3
34080366,41.96488,-87.72279,4,2.0,150.0,1,1125,22,20,20
34081264,41.76246,-87.58595,1,1.0,29.0,1,1100,0,33,33
34086075,41.76145,-87.58636,1,1.0,29.0,1,1100,0,23,23
34088913,41.854,-87.67181,3,1.0,50.0,2,89,0,8,8
34094589,41.93165,-87.66493,2,1.0,85.0,1,30,30,54,54
34095049,41.92923,-87.67276,2,1.0,95.0,6,198,15,0,0
